Image,Image Caption(s),Generated_Image_Path
1138.jpeg,"['a black and white photo of a man and a woman', 'a black and white photo of a man and a woman .', 'a black and white photo of a man holding a tennis racket .']",images\1138.jpeg
11387.jpeg,"['a man sitting on a couch with a laptop .', 'a man sitting on a bench with a dog .', 'a man and woman sitting on a bench in a park .']",images\11387.jpeg
11389.jpeg,"['a group of people standing next to each other .', 'a group of people standing around each other .', 'a group of people standing next to each other in front of a building .']",images\11389.jpeg
11407.jpeg,"['a truck is parked in a parking lot .', 'a truck is parked in front of a large building .', 'a truck is parked in front of a large house .']",images\11407.jpeg
1141.jpeg,"['a pair of skis and a pair of skis .', ""a pair of skis and a pair of ski 's ."", 'a pair of skis and a pair of skis in the snow .']",images\1141.jpeg
11430.jpeg,"['a group of people standing on top of a basketball court .', 'a group of people standing on top of a tennis court .', 'a group of people standing on top of a wooden bench .']",images\11430.jpeg
11432.jpeg,"[""a sign that reads `` <UNK> '' on the side of a building ."", ""a picture of a sign that reads `` <UNK> '' ."", ""a picture of a sign that reads `` <UNK> ''""]",images\11432.jpeg
11439.jpeg,"['a group of people standing next to a cow .', 'a group of people standing around a cow .', 'a group of people standing around a herd of cows .']",images\11439.jpeg
11449.jpeg,"['a group of people sitting on top of a sandy beach .', 'a group of people sitting on top of a beach .', 'a group of people sitting on a beach next to a body of water .']",images\11449.jpeg
11451.jpeg,"['a man riding a bike down a street .', 'a person riding a bike on a road', 'a man riding a bike down a street next to a forest .']",images\11451.jpeg
11453.jpeg,"['a black bear walking through a forest next to a forest .', 'a black bear walking through a forest next to trees .', 'a black bear standing on a log in the woods .']",images\11453.jpeg
1148.jpeg,"['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a beach .', 'a group of people standing on top of a beach next to the ocean .']",images\1148.jpeg
11487.jpeg,"['a man riding a skateboard down a street .', 'a person riding a skate board on a city street', 'a man riding a skateboard down the side of a ramp .']",images\11487.jpeg
1149.jpeg,"['a man standing next to a truck on a road .', 'a man standing next to a truck on a street .', 'a man standing next to a truck with a dog .']",images\1149.jpeg
11493.jpeg,"['a group of people on a boat in the water .', 'a group of people riding skis on top of a snow covered slope .', 'a group of people riding on top of a boat .']",images\11493.jpeg
11496.jpeg,"['a dog sitting on the back of a truck .', 'a man sitting on a bench next to a dog .', 'a dog sitting on the back of a truck']",images\11496.jpeg
115.jpeg,"['a teddy bear sitting on a tree branch .', 'a teddy bear is sitting on a tree branch .', 'a teddy bear sitting on a tree branch']",images\115.jpeg
1150.jpeg,"['a brown horse standing next to a tree .', 'a brown horse standing next to a brown horse .', 'a brown horse standing next to a tree in a field .']",images\1150.jpeg
11506.jpeg,"['a black bear laying on top of a rock .', 'a black bear sitting on top of a rock .', 'a black bear sitting on top of a rock in a zoo .']",images\11506.jpeg
11514.jpeg,"['a statue of a man in a suit and tie', 'a statue of a man in a suit and tie .', 'a statue of a man in a suit and hat .']",images\11514.jpeg
11519.jpeg,"['a group of people riding horses down a dirt road .', 'a group of people riding horses down a road .', 'a group of people riding horses on a dirt road .']",images\11519.jpeg
1152.jpeg,"['a group of men standing next to each other .', 'a group of men standing next to each other holding a cake .', 'a group of men standing next to each other in front of a cake .']",images\1152.jpeg
11526.jpeg,"['a man riding a snowboard down a snow covered slope .', 'a man riding a skateboard down a street .', 'a man riding a skateboard down a snow covered slope .']",images\11526.jpeg
11543.jpeg,"['a man standing on a beach holding a surfboard .', 'a man standing on a beach next to a lake .', 'a man standing on a beach next to a river .']",images\11543.jpeg
11549.jpeg,"['a man sitting in a car with a laptop on his lap .', 'a man sitting on a bus with a laptop on his lap .', 'a man sitting in a car with a laptop on his lap']",images\11549.jpeg
1155.jpeg,"['a man riding a motorcycle down a street .', 'a man riding a motorcycle down a curvy road .', 'a person riding a motorcycle on a street']",images\1155.jpeg
11554.jpeg,"['a white house with a white house in the background .', 'a white house with a white house in the background', 'a white house with a white house and trees']",images\11554.jpeg
11576.jpeg,"['a bunch of signs that are on a pole .', 'a bunch of signs that are in the street .', 'a bunch of signs that are on a pole']",images\11576.jpeg
1158.jpeg,"['a man is standing in front of a building .', 'a man is standing in front of a building', 'a man standing in front of a building with a horse .']",images\1158.jpeg
11589.jpeg,"['a group of people riding a motorcycle down a street .', 'a man riding a motorcycle down a street next to a car .', 'a man riding a motorcycle down a street next to a truck .']",images\11589.jpeg
11592.jpeg,"['a group of people standing on top of a beach .', 'a group of people standing on top of a river .', 'a group of people standing on top of a boat .']",images\11592.jpeg
116.jpeg,"['a couple of people that are sitting in a car', 'a couple of people that are sitting in a car .', 'a couple of people that are standing in front of a car .']",images\116.jpeg
1160.jpeg,"['a giraffe standing next to a tree in a forest .', 'a giraffe standing next to a tree in a field .', 'a giraffe is standing in the middle of a field .']",images\1160.jpeg
11616.jpeg,"['a group of people on a boat in the water .', 'a group of people riding on top of a boat .', 'a group of people riding on top of a boat in the water .']",images\11616.jpeg
1163.jpeg,"['a bus is parked on the side of the road .', 'a bus is parked in front of a building .', 'a bus is parked on the side of the street .']",images\1163.jpeg
11630.jpeg,"['a black and white photo of a person walking a dog', 'a black and white photo of a person on a skateboard .', 'a black and white photo of a man walking a dog']",images\11630.jpeg
11632.jpeg,"['a dog sitting in the back of a truck .', 'a dog sitting on the back of a truck .', 'a dog sitting in the back of a truck']",images\11632.jpeg
11635.jpeg,"['a group of people riding skateboards down a snow covered slope .', 'a group of people riding skateboards down a street .', 'a person on a skateboard in the middle of a street .']",images\11635.jpeg
1164.jpeg,"['a man and a dog are playing with a frisbee .', 'a man and a dog are playing frisbee in the grass .', 'a man and a dog are playing frisbee in a field .']",images\1164.jpeg
11656.jpeg,"['a group of people on a raft in the water .', 'a group of people riding on top of a raft .', 'a group of people riding on top of a boat .']",images\11656.jpeg
1166.jpeg,"['a group of people riding skateboards on a ramp .', 'a group of people riding skateboards on top of a ramp .', 'a group of people riding skateboards down a ramp .']",images\1166.jpeg
1167.jpeg,"['a group of people riding bikes down a street .', 'a group of people riding bikes down a road .', 'a man riding a bike down a street next to a parking lot .']",images\1167.jpeg
1168.jpeg,"['a man riding a skateboard down the side of a ramp .', 'a man riding a skateboard down a sidewalk .', 'a man riding a skateboard on top of a cement block .']",images\1168.jpeg
11682.jpeg,"['a man standing on a skateboard in front of a building .', 'a man standing on a skateboard in front of a wall .', 'a man is standing on a skateboard in front of a building .']",images\11682.jpeg
11687.jpeg,"['a statue of a bear in the middle of a forest .', 'a statue of a bear in the middle of a tree .', 'a statue of a bear in the middle of a field .']",images\11687.jpeg
11688.jpeg,"['a group of people riding on the backs of horses .', 'a group of people riding on the back of a horse .', 'a group of people riding on top of a horse .']",images\11688.jpeg
1169.jpeg,"['a group of people standing around a soccer ball .', 'a group of people standing around a table with a cake .', 'a group of people standing around a soccer ball']",images\1169.jpeg
1170.jpeg,"['a large brown bear sitting on top of a tree .', 'a large brown bear sitting in a tree .', 'a large brown bear sitting on top of a rock .']",images\1170.jpeg
11702.jpeg,"['a red stop sign sitting on the side of a road .', 'a red stop sign sitting in the middle of a field .', 'a red stop sign sitting on top of a snow covered field .']",images\11702.jpeg
11726.jpeg,"['a group of people walking down a snow covered road .', 'a group of people walking down a snow covered street .', 'a group of people standing on a snow covered slope .']",images\11726.jpeg
